name,files,tags,Slang,tree_sitter_verilog,Verilator,Yosys,Odin,sv_parser,Icarus,Sv2v_zachjs
net_tri0,/home/travis/build/SymbiFlow/sv-tests/tests/generated/nets/6.6.5--net_tri0.sv,6.6.5,True,True,True,False,False,True,False,True
net_supply1,/home/travis/build/SymbiFlow/sv-tests/tests/generated/nets/6.6.6--net_supply1.sv,6.6.6,True,True,True,True,False,True,False,True
net_wire,/home/travis/build/SymbiFlow/sv-tests/tests/generated/nets/6.6.1--net_wire.sv,6.6.1,True,True,True,True,False,True,False,True
priority_casex,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--priority_casex.sv,12.5.3,True,True,True,False,False,True,False,True
unique_casex,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--unique_casex.sv,12.5.3,True,True,True,False,False,True,False,True
unique_casez,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--unique_casez.sv,12.5.3,True,True,True,False,False,True,False,True
unique0_casex,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--unique0_casex.sv,12.5.3,True,True,True,False,False,True,False,True
priority_case,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--priority_case.sv,12.5.3,True,True,True,False,False,True,False,True
unique0_case,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--unique0_case.sv,12.5.3,True,True,True,False,False,True,False,True
unique0_casez,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--unique0_casez.sv,12.5.3,True,True,True,False,False,True,False,True
priority_casez,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--priority_casez.sv,12.5.3,True,True,True,False,False,True,False,True
unique_case,/home/travis/build/SymbiFlow/sv-tests/tests/generated/uniquecase/12.5.3--unique_case.sv,12.5.3,True,True,True,False,False,True,False,True
ibex,/home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/examples/sim/rtl/prim_clock_gating.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_pkg.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_alu.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_compressed_decoder.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_controller.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_cs_registers.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_decoder.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_ex_block.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_id_stage.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_if_stage.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_load_store_unit.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_multdiv_slow.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_multdiv_fast.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_prefetch_buffer.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_fetch_fifo.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_pmp.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_core.sv /home/travis/build/SymbiFlow/sv-tests/third_party/cores/ibex/rtl/ibex_register_file_ff.sv,ibex,False,False,True,False,False,True,False,True
integer_logic,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_logic.sv,6.11,True,True,True,True,False,True,False,True
integer_signed_shortint,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_shortint.sv,6.11,True,True,True,False,False,True,False,True
integer_bit,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_bit.sv,6.11,True,True,True,True,False,True,False,True
integer_signed_time,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_time.sv,6.11,True,True,True,False,False,True,False,True
integer_unsigned_int,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_int.sv,6.11,True,True,True,False,False,True,False,True
integer_time,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_time.sv,6.11,True,True,True,False,False,True,False,True
integer_unsigned_time,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_time.sv,6.11,True,True,True,False,False,True,False,True
integer_signed_reg,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_reg.sv,6.11,True,True,True,True,False,True,False,True
integer_unsigned_integer,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_integer.sv,6.11,True,True,True,False,False,True,False,True
integer_signed_bit,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_bit.sv,6.11,True,True,True,True,False,True,False,True
integer_signed_logic,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_logic.sv,6.11,True,True,True,True,False,True,False,True
integer_unsigned_reg,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_reg.sv,6.11,True,True,True,False,False,True,False,True
integer_longint,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_longint.sv,6.11,True,True,True,False,False,True,False,True
integer_unsigned_bit,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_bit.sv,6.11,True,True,True,False,False,True,False,True
integer_shortint,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_shortint.sv,6.11,True,True,True,False,False,True,False,True
integer_signed_integer,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_integer.sv,6.11,True,True,True,True,False,True,False,True
integer_int,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_int.sv,6.11,True,True,True,False,False,True,False,True
integer_unsigned_byte,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_byte.sv,6.11,True,True,True,False,False,True,False,True
integer_unsigned_logic,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_logic.sv,6.11,True,True,True,False,False,True,False,True
integer_unsigned_shortint,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_shortint.sv,6.11,True,True,True,False,False,True,False,True
integer_reg,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_reg.sv,6.11,True,True,True,True,False,True,False,True
integer_signed_int,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_int.sv,6.11,True,True,True,False,False,True,False,True
integer_unsigned_longint,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_unsigned_longint.sv,6.11,True,True,True,False,False,True,False,True
integer_signed_longint,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_longint.sv,6.11,True,True,True,False,False,True,False,True
integer_integer,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_integer.sv,6.11,True,True,True,True,False,True,False,True
integer_byte,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_byte.sv,6.11,True,True,True,False,False,True,False,True
integer_signed_byte,/home/travis/build/SymbiFlow/sv-tests/tests/generated/integers/6.11--integer_signed_byte.sv,6.11,True,True,True,False,False,True,False,True
asicworld_code_verilog_tutorial_decoder_always,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_decoder_always.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_hdl_models_lfsr_updown,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_lfsr_updown.v,yosys,True,False,True,True,False,True,False,False
errors_syntax_err05,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/errors/syntax_err05.v,yosys,False,False,True,True,True,True,True,True
simple_attrib09_case,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/attrib09_case.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_hdl_models_encoder_using_if,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_encoder_using_if.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_verilog_tutorial_bus_con,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_bus_con.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_uart,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_uart.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_hdl_models_mux_using_case,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_mux_using_case.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_verilog_tutorial_fsm_full_tb,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_fsm_full_tb.v,yosys,False,True,False,False,False,False,False,False
memories_read_two_mux,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/memories/read_two_mux.v,yosys,True,True,True,True,False,True,False,True
simple_carryadd,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/carryadd.v,yosys,False,True,True,True,False,True,False,False
simple_values,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/values.v,yosys,False,True,False,True,False,True,False,True
simple_forgen02,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/forgen02.v,yosys,False,True,True,True,False,True,False,True
memories_simple_sram_byte_en,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/memories/simple_sram_byte_en.v,yosys,True,True,True,True,False,True,False,True
simple_attrib02_port_decl,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/attrib02_port_decl.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_hdl_models_arbiter_tb,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_arbiter_tb.v,yosys,False,True,False,False,False,False,False,False
simple_process,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/process.v,yosys,False,True,False,True,False,True,False,True
asicworld_code_verilog_tutorial_first_counter_tb,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_first_counter_tb.v,yosys,False,True,False,False,False,False,False,False
simple_always02,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/always02.v,yosys,True,True,True,True,False,True,False,True
memories_issue00710,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/memories/issue00710.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_hdl_models_arbiter,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_arbiter.v,yosys,True,True,True,True,True,True,False,True
simple_rotate,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/rotate.v,yosys,False,False,True,True,False,True,False,True
asicworld_code_tidbits_nonblocking,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_nonblocking.v,yosys,True,True,True,True,True,True,False,True
simple_dff_init,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/dff_init.v,yosys,True,True,False,True,False,True,False,True
simple_attrib03_parameter,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/attrib03_parameter.v,yosys,False,True,True,False,False,True,False,True
asicworld_code_verilog_tutorial_decoder,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_decoder.v,yosys,True,True,True,True,True,True,False,True
simple_mem_arst,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/mem_arst.v,yosys,False,True,True,True,False,True,False,False
asicworld_code_hdl_models_encoder_using_case,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_encoder_using_case.v,yosys,True,True,True,True,False,True,False,True
simple_vloghammer,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/vloghammer.v,yosys,False,True,False,True,False,True,False,True
asicworld_code_verilog_tutorial_simple_function,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_simple_function.v,yosys,False,True,True,True,False,True,False,True
svinterfaces_svinterface_at_top,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/svinterfaces/svinterface_at_top.sv,yosys,False,False,False,False,False,True,False,False
asicworld_code_hdl_models_mux_using_if,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_mux_using_if.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_mux_2to1_gates,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_mux_2to1_gates.v,yosys,False,True,True,True,True,True,False,True
asicworld_code_hdl_models_parity_using_function,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_parity_using_function.v,yosys,False,True,True,True,True,True,False,True
asicworld_code_hdl_models_cam,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_cam.v,yosys,False,True,True,True,False,True,False,True
asicworld_code_verilog_tutorial_flip_flop,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_flip_flop.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_clk_div,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_clk_div.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_specman_switch_fabric,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_specman_switch_fabric.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_parity_using_assign,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_parity_using_assign.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_lfsr,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_lfsr.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_dff_sync_reset,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_dff_sync_reset.v,yosys,True,True,True,True,True,True,False,True
memories_implicit_en,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/memories/implicit_en.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_hdl_models_rom_using_case,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_rom_using_case.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_mux_using_assign,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_mux_using_assign.v,yosys,True,True,True,True,True,True,False,True
simple_repwhile,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/repwhile.v,yosys,False,True,True,True,False,True,False,True
simple_macros,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/macros.v,yosys,False,False,False,True,False,True,False,False
simple_partsel,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/partsel.v,yosys,True,False,False,True,False,True,False,False
sva_sva_not,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/sva_not.sv,yosys,False,False,False,False,False,True,False,False
asicworld_code_verilog_tutorial_tri_buf,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_tri_buf.v,yosys,True,True,True,True,True,True,False,True
simple_muxtree,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/muxtree.v,yosys,False,True,False,True,False,True,False,False
simple_dff_different_styles,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/dff_different_styles.v,yosys,True,True,False,True,False,True,False,True
asicworld_code_tidbits_wire_example,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_wire_example.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_verilog_tutorial_parity,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_parity.v,yosys,False,True,True,True,True,True,False,True
simple_aes_kexp128,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/aes_kexp128.v,yosys,True,True,True,True,False,True,False,True
simple_subbytes,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/subbytes.v,yosys,True,True,True,True,False,True,False,True
simple_fiedler-cooley,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/fiedler-cooley.v,yosys,True,False,True,True,False,True,False,True
simple_omsp_dbg_uart,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/omsp_dbg_uart.v,yosys,True,True,True,True,True,True,False,True
memories_shared_ports,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/memories/shared_ports.v,yosys,True,True,True,True,False,True,False,True
simple_implicit_ports,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/implicit_ports.v,yosys,True,True,True,False,False,True,False,True
svinterfaces_svinterface1,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/svinterfaces/svinterface1.sv,yosys,True,False,True,False,False,True,False,False
simple_constmuldivmod,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/constmuldivmod.v,yosys,False,True,True,True,False,True,False,True
asicworld_code_hdl_models_d_ff_gates,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_d_ff_gates.v,yosys,False,True,True,True,True,True,False,True
sva_basic00,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/basic00.sv,yosys,False,False,False,False,False,True,False,True
asicworld_code_verilog_tutorial_task_global,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_task_global.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_verilog_tutorial_good_code,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_good_code.v,yosys,True,True,True,True,True,True,False,True
simple_arraycells,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/arraycells.v,yosys,True,True,True,True,False,True,False,True
errors_syntax_err09,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/errors/syntax_err09.v,yosys,False,False,True,False,True,False,True,False
simple_multiplier,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/multiplier.v,yosys,True,False,False,True,False,True,False,True
simple_usb_phy_tests,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/usb_phy_tests.v,yosys,False,True,True,True,False,True,False,True
asicworld_code_tidbits_fsm_using_function,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_fsm_using_function.v,yosys,False,True,True,True,False,True,False,True
simple_attrib06_operator_suffix,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/attrib06_operator_suffix.v,yosys,True,True,True,True,False,True,False,False
asicworld_code_tidbits_reg_seq_example,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_reg_seq_example.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_d_latch_gates,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_d_latch_gates.v,yosys,False,True,True,True,True,True,False,True
asicworld_code_verilog_tutorial_first_counter,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_first_counter.v,yosys,True,True,True,True,True,True,False,True
errors_syntax_err12,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/errors/syntax_err12.v,yosys,False,True,True,True,True,False,True,False
asicworld_code_hdl_models_serial_crc,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_serial_crc.v,yosys,True,True,True,True,True,True,False,True
memories_amber23_sram_byte_en,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/memories/amber23_sram_byte_en.v,yosys,True,True,True,True,False,True,False,True
simple_signedexpr,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/signedexpr.v,yosys,True,True,True,True,False,True,False,True
errors_syntax_err02,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/errors/syntax_err02.v,yosys,True,True,True,True,True,True,True,True
asicworld_code_tidbits_reg_combo_example,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_reg_combo_example.v,yosys,True,True,True,True,True,True,False,True
simple_forloops,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/forloops.v,yosys,False,True,False,True,False,True,False,True
simple_attrib08_mod_inst,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/attrib08_mod_inst.v,yosys,True,True,True,True,False,True,False,True
errors_syntax_err13,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/errors/syntax_err13.v,yosys,False,False,False,True,True,False,True,False
sva_extnets,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/extnets.sv,yosys,False,True,True,True,False,True,False,False
simple_mem2reg,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/mem2reg.v,yosys,False,False,False,True,False,True,False,False
sva_basic05,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/basic05.sv,yosys,False,False,False,False,False,True,False,True
asicworld_code_tidbits_fsm_using_always,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_fsm_using_always.v,yosys,False,True,True,True,False,True,False,True
sva_basic02,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/basic02.sv,yosys,False,False,False,False,False,True,False,False
asicworld_code_hdl_models_clk_div_45,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_clk_div_45.v,yosys,True,True,True,True,True,True,False,True
simple_always01,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/always01.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_full_subtracter_gates,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_full_subtracter_gates.v,yosys,False,True,False,True,False,True,False,True
sva_basic04,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/basic04.sv,yosys,False,False,False,False,False,True,False,False
asicworld_code_hdl_models_parallel_crc,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_parallel_crc.v,yosys,True,True,True,True,True,True,False,True
errors_syntax_err08,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/errors/syntax_err08.v,yosys,True,True,True,True,True,True,True,True
simple_generate,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/generate.v,yosys,False,False,False,False,False,True,False,False
asicworld_code_verilog_tutorial_if_else,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_if_else.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_hdl_models_up_counter_load,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_up_counter_load.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_hdl_models_full_adder_gates,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_full_adder_gates.v,yosys,False,True,True,True,True,True,False,True
simple_fsm,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/fsm.v,yosys,True,False,True,True,False,True,False,True
asicworld_code_verilog_tutorial_which_clock,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_which_clock.v,yosys,True,True,True,True,True,True,False,True
sva_basic03,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/basic03.sv,yosys,False,False,False,False,False,True,False,True
asicworld_code_tidbits_blocking,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_blocking.v,yosys,True,True,True,True,True,True,False,True
asicworld_code_verilog_tutorial_addbit,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_addbit.v,yosys,True,True,True,True,True,True,False,True
simple_localparam_attr,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/localparam_attr.v,yosys,False,True,True,False,False,True,False,True
asicworld_code_verilog_tutorial_parallel_if,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_parallel_if.v,yosys,True,True,True,True,False,True,False,True
simple_constpower,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/constpower.v,yosys,False,False,True,True,True,True,False,False
simple_attrib04_net_var,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/attrib04_net_var.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_hdl_models_up_counter,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_up_counter.v,yosys,True,True,True,True,True,True,False,True
simple_operators,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/operators.v,yosys,True,True,True,True,False,True,False,True
asicworld_code_verilog_tutorial_always_example,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_always_example.v,yosys,True,True,True,True,False,True,False,True
sva_basic01,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/basic01.sv,yosys,False,False,False,False,False,True,False,True
sva_sva_throughout,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/sva_throughout.sv,yosys,False,False,False,False,True,True,False,False
sva_counter,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/sva/counter.sv,yosys,False,False,False,False,False,True,False,False
asicworld_code_verilog_tutorial_d_ff,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_d_ff.v,yosys,True,True,True,True,True,True,False,True
simple_wreduce,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/wreduce.v,yosys,False,True,False,True,False,True,False,False
simple_task_func,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/task_func.v,yosys,False,True,False,True,False,True,False,True
simple_attrib01_module,/home/travis/build/SymbiFlow/sv-tests/third_party/tools/yosys/tests/simple/attrib01_module.v,yosys,True,True,True,True,True,True,False,True
